,name,drug_index,interaction
3786,Dacomitinib,1219,"This herb induces CYP3A4 metabolism, which may reduce serum levels of dacomitinib"
3787,Dacomitinib,1219,""", 'Take at the same time every day"
3788,Dacomitinib,1219,"', 'Take separate from antacids"
3789,Dacomitinib,1219,Take dacomitinib at least 6 hours before or 10 hours after administering antacids
3790,Dacomitinib,1219,"', 'Take with or without food"
3791,Binimetinib,1220,'Take with or without food
3792,Glasdegib,1221,"""Avoid St John's Wort"
3793,Glasdegib,1221,This herb induces CYP3A metabolism and may reduce serum levels of glasdegib
3794,Glasdegib,1221,""", 'Take at the same time every day"
3795,Glasdegib,1221,"', 'Take with or without food"
3796,Elagolix,1222,'Administer calcium supplement
3797,Elagolix,1222,This will minimize the risk of bone mineral density loss
3798,Elagolix,1222,"', 'Administer vitamin supplements"
3799,Elagolix,1222,Administer Vitamin D supplements to minimize the risk of bone mineral density loss
3800,Elagolix,1222,"', 'Take at the same time every day"
3801,Elagolix,1222,"', 'Take with or without food"
3802,Letaxaban,1223,'Avoid herbs and supplements with anticoagulant/antiplatelet activity
3803,Entrectinib,1224,'Avoid grapefruit products
3804,Entrectinib,1224,"Grapefruit inhibits CYP3A metabolism, which may increase the serum concentration of entrectinib"
3805,Entrectinib,1224,"', ""Avoid St John's Wort"
3806,Entrectinib,1224,This herb induces CYP3A metabolism and may reduce serum levels of entrectinib
3807,Entrectinib,1224,""", 'Take with or without food"
3808,Entrectinib,1224,Co-administration of food does not affect pharmacokinetics
3809,Benznidazole,1225,'Take with or without food
3810,Avatrombopag,1226,'Take with food
3811,Abemaciclib,1227,'Avoid grapefruit products
3812,Abemaciclib,1227,"Grapefruit inhibits CYP3A metabolism, which may increase the serum concentration of abemaciclib"
3813,Abemaciclib,1227,"', ""Avoid St John's Wort"
3814,Abemaciclib,1227,This herb induces CYP3A metabolism and may reduce serum levels of abemaciclib
3815,Abemaciclib,1227,""", 'Take at the same time every day"
3816,Abemaciclib,1227,"', 'Take with or without food"
3817,Nirogacestat,1228,'Avoid grapefruit products
3818,Nirogacestat,1228,Nirogacestat is a CYP3A substrate and grapefruit is a known CYP3A inhibitors
3819,Nirogacestat,1228,"', 'Take separate from antacids"
3820,Nirogacestat,1228,take nirogacestat 2 hours before or 2 hours after taking the antacid
3821,Nirogacestat,1228,"', 'Take with or without food"
3822,Fostamatinib,1229,"""Avoid St John's Wort"
3823,Fostamatinib,1229,This herb induces CYP3A metabolism and may reduce serum levels of fostamatinib
3824,Fostamatinib,1229,""", 'Take with or without food"
3825,Alpelisib,1230,"""Exercise caution with St John's Wort"
3826,Alpelisib,1230,This herb induces CYP3A metabolism and may reduce serum levels of alpelisib
3827,Alpelisib,1230,""", 'Take at the same time every day"
3828,Alpelisib,1230,"', 'Take with food"
3829,Alpelisib,1230,Food does not significantly affect the AUC of alpelisib
3830,Ponesimod,1231,'Take with or without food
3831,Ponesimod,1231,The absorption of ponesimod is not significantly affected by food
3832,Tecovirimat,1232,'Take with food
3833,Tecovirimat,1232,Take tecovirimat within 30 minutes of eating a fatty meal containing approximately 25 grams of fat
3834,Voxilaprevir,1233,"""Avoid St John's Wort"
3835,Voxilaprevir,1233,This herb induces CYP3A metabolism and may reduce serum levels of voxilaprevir
3836,Voxilaprevir,1233,""", 'Take separate from antacids"
3837,Voxilaprevir,1233,"Take Vosevi (sofosbuvir, velpatasvir, and voxilaprevir) at least 4 hours before or after antacids"
3838,Voxilaprevir,1233,Antacids have been shown to reduce the serum levels of velpatasvir and may not impact voxilaprevir
3839,Voxilaprevir,1233,"', 'Take with food"
3840,Sarecycline,1234,'Take separate from antacids
3841,Sarecycline,1234,"', 'Take with fluids"
3842,Sarecycline,1234,This may reduce irritation of the esophagus
3843,Sarecycline,1234,"', 'Take with or without food"
3844,Letermovir,1235,"""Avoid St John's Wort"
3845,Letermovir,1235,Co-administration may lead to decreased serum concentrations of letermovir
3846,Letermovir,1235,""", 'Take with or without food"
3847,Telotristat ethyl,1236,'Take with a high fat meal
3848,Telotristat ethyl,1236,High fat food increases the bioavailability of telotristat ethyl
3849,Telotristat ethyl,1236,"', 'Take with food"
3850,Telotristat ethyl,1236,Food increases the bioavailability of telotristat ethyl
3851,Lorlatinib,1237,'Avoid grapefruit products
3852,Lorlatinib,1237,"Grapefruit inhibits CYP3A metabolism, which may increase the serum concentration of lorlatinib"
3853,Lorlatinib,1237,"', ""Avoid St John's Wort"
3854,Lorlatinib,1237,This herb induces the CYP3A metabolism of lorlatinib and may reduce its serum concentration
3855,Lorlatinib,1237,Co-administration of lorlatinib with St John's Wort is contraindicated
3856,Lorlatinib,1237,""", 'Take at the same time every day"
3857,Lorlatinib,1237,"', 'Take with or without food"
3858,Gilteritinib,1238,'Avoid grapefruit products
3859,Gilteritinib,1238,"Grapefruit inhibits CYP3A metabolism, which may increase the serum concentration of gilteritinib"
3860,Gilteritinib,1238,"', ""Avoid St John's Wort"
3861,Gilteritinib,1238,"This herb induces CYP3A4 and p-glycoprotein, which may reduce the serum concentration of gilteritinib"
3862,Gilteritinib,1238,""", 'Take at the same time every day"
3863,Gilteritinib,1238,"', 'Take with or without food"
3864,Erdafitinib,1239,'Exercise caution with grapefruit products
3865,Erdafitinib,1239,"Grapefruit inhibits CYP3A4 metabolism, which may increase the serum concentration of erdafitinib"
3866,Erdafitinib,1239,"', ""Exercise caution with St John's Wort"
3867,Erdafitinib,1239,This herb induces the CYP3A metabolism of erdafitinib and may reduce its serum concentration
3868,Erdafitinib,1239,""", 'Take with or without food"
3869,Erdafitinib,1239,"No clinically meaningful differences with erdafitinib pharmacokinetics were observed following administration of a high-fat and high-calorie meal (800 calories to 1,000 calories with approximately 50% of total caloric content of the meal from fat) in healthy subjects"
3870,Brincidofovir,1240,'Take on an empty stomach
3871,Brincidofovir,1240,Brincidofovir is best absorbed on an empty stomach or alongside a low-fat meal
3872,Deutetrabenazine,1241,'Avoid alcohol
3873,Deutetrabenazine,1241,Additive sedative effects may occur from co-administration of deutetrabenazine with alcohol
3874,Deutetrabenazine,1241,"', 'Take with food"
3875,Deutetrabenazine,1241,Taking deutetrabenazine with food increases its Cmax
3876,Gepirone,1242,'Take with food
3877,Gepirone,1242,Take gepirone 1 time each day with food at about the same time each day
3878,Capivasertib,1243,'Take with or without food
3879,Estetrol,1244,'Take with or without food
3880,Estetrol,1244,Take at the same time each day
3881,Bexagliflozin,1245,'Take with or without food
3882,Bexagliflozin,1245,"Peak plasma concentrations of bexagliflozin can be delayed if taken after a meal; however, the effects of food on bexagliflozin pharmacokinetics are not considered clinically relevant"
3883,Polatuzumab vedotin,1246,'Exercise caution with grapefruit products
3884,Polatuzumab vedotin,1246,"The active ingredient of polatuzumab vedotin, monomethyl auristatin E (MMAE), is a CYP3A4 substrate and grapefruit may increase MMAE plasma concentrations"
3885,Edaravone,1247,'Take on an empty stomach
3886,Edaravone,1247,RADICAVA ORS should be taken in the morning on an empty stomach after overnight fasting
3887,Edaravone,1247,Food should not be consumed for 1 hour after administration except water
3888,Edaravone,1247,"The higher the fat content of the previous meal, the longer the fasting time before taking RADICAVA ORS will be"
3889,Triclabendazole,1248,'Take with food
3890,Triclabendazole,1248,Taking triclabendazole with food increases the bioavailability of triclabendazole and its sulfoxide metabolite
3891,Vadadustat,1249,'Take with or without food
3892,Vadadustat,1249,"The administration of a standard high-fat meal decreases the AUC of vadadustat by 6%, relative to fasted conditions; however, it may be administered with or without food"
3893,Fexinidazole,1250,'Take with food
3894,Fexinidazole,1250,Food assists in fexinidazole absorption
3895,Brigatinib,1251,'Avoid grapefruit products
3896,Brigatinib,1251,"Grapefruit inhibits CYP3A metabolism, which may increase the serum concentration of brigatinib"
3897,Brigatinib,1251,"', ""Avoid St John's Wort"
3898,Brigatinib,1251,This herb induces the CYP3A metabolism of brigatinib and may reduce its serum concentration
3899,Brigatinib,1251,""", 'Take with or without food"
3900,Propiverine,1252,'Take at the same time every day
3901,Propiverine,1252,"', 'Take separate from meals"
3902,Propiverine,1252,PrMictoryl Pediatric (propiverine hydrochloride) tablets should be taken at least 1 hour before meals as high-fat meals reduce the bioavailability of PrMictoryl
3903,Propiverine,1252,"', 'Take with or without food"
3904,Propiverine,1252,Mictoryl (propiverine hydrochloride) modified-release capsules can be taken with or without food as food does not affect its bioavailability
3905,Darexaban,1253,'Avoid herbs and supplements with anticoagulant/antiplatelet activity
3906,Doravirine,1254,"""Avoid St John's Wort"
3907,Doravirine,1254,This herb induces the CYP3A metabolism of doravirine and may reduce its serum concentration
3908,Doravirine,1254,Co-administration of doravirine with St John's Wort is contraindicated
3909,Doravirine,1254,""", 'Take at the same time every day"
3910,Doravirine,1254,"', 'Take with or without food"
3911,Doravirine,1254,"Co-administration with food slightly alters pharmacokinetics, but not to a clinically significant extent"
3912,Eravacycline,1255,"""Avoid St John's Wort"
3913,Eravacycline,1255,This herb induces CYP3A metabolism and may reduce serum levels of eravacycline
3914,Eravacycline,1255,Dose adjustment may be necessary for co-administration
3915,Rucaparib,1256,'Exercise caution with grapefruit products
3916,Rucaparib,1256,Rucaparib is primarily metabolized through CYP2D6 but is also metabolized by CYP3A4 and CYP1A2
3917,Rucaparib,1256,"Grapefruit inhibits CYP3A4 metabolism, which may increase rucaparib serum levels"
3918,Rucaparib,1256,"', ""Exercise caution with St John's Wort"
3919,Rucaparib,1256,Rucaparib is primarily metabolized through CYP2D6 but is also metabolized by CYP3A4 and CYP1A2
3920,Rucaparib,1256,"St John's Wort induces CYP3A4 metabolism, which may reduce rucaparib serum levels"
3921,Rucaparib,1256,""", 'Take with or without food"
3922,Rucaparib,1256,A high-fat meals increases drug exposure but not to a clinically significant extent
3923,Betrixaban,1257,'Avoid herbs and supplements with anticoagulant/antiplatelet activity
3924,Betrixaban,1257,These herbs may increase the risk of bleeding
3925,Betrixaban,1257,"', 'Take at the same time every day"
3926,Betrixaban,1257,"', 'Take with food"
3927,Betrixaban,1257,Betrixaban should be taken with food
3928,Betrixaban,1257,The Cmax and AUC of betrixaban are decreased by approximately 60% and 55% when administered together with a 900 calorie meal
3929,Siponimod,1258,"""Avoid St John's Wort"
3930,Siponimod,1258,Avoid the use of St
3931,Siponimod,1258,John's wort in patients with CYP2C9 genotype *1/*3 and*2/*3
3932,Siponimod,1258,""", 'Take with or without food"
3933,Seladelpar,1259,'Do not take with bile acid sequestrants
3934,Seladelpar,1259,"Administer drug at least 4 hours before or 4 hours after taking bile acid sequestrants, or at as great an interval as possible"
3935,Remimazolam,1260,'Avoid alcohol
3936,Remimazolam,1260,The sedative effects of benzodiazepines may be exacerbated by the co-administration of alcohol
3937,Omadacycline,1261,'Avoid multivalent ions
3938,Omadacycline,1261,Wait at least 4 hours after the omadacycline administration to take multivalent cations (eg
3939,Omadacycline,1261,"zinc, calcium, magnesium, and iron)"
3940,Omadacycline,1261,"', 'Take on an empty stomach"
3941,Omadacycline,1261,Do not eat for 4 hours before and 2 hours after administering omadacycline
3942,Omadacycline,1261,Drinking water after administration is acceptable
3943,Omadacycline,1261,"', 'Take separate from antacids"
3944,Omadacycline,1261,Wait at least 4 hours after omadacycline administration to take antacids
3945,Rimegepant,1262,'Take with or without food
3946,Rimegepant,1262,"Pharmacokinetics may be altered when administered with high-fat meals, but the clinical relevance of these effects is unknown"
3947,Ibrexafungerp,1263,'Take with or without food
3948,Ibrexafungerp,1263,"A high fat meal increases the AUC by 38% and Cmax by 32%, which is not considered significant"
3949,Copanlisib,1264,'Avoid grapefruit products
3950,Copanlisib,1264,"Grapefruit strongly inhibits CYP3A metabolism, which may increase the serum concentration of copanlisib"
3951,Copanlisib,1264,"', ""Avoid St John's Wort"
3952,Copanlisib,1264,This herb strongly induces the CYP3A metabolism of copanlisib and may reduce its serum concentration
3953,Fedratinib,1265,'Avoid grapefruit products
3954,Fedratinib,1265,"Grapefruit inhibits CYP3A metabolism, which may increase the serum concentration of fedratinib"
3955,Fedratinib,1265,Dose reduction may be necessary
3956,Fedratinib,1265,"', ""Avoid St John's Wort"
3957,Fedratinib,1265,This herb induces the CYP3A metabolism of fedratinib and may reduce its serum concentration
3958,Fedratinib,1265,""", 'Take with or without food"
3959,Fedratinib,1265,Food may help reduce adverse effects of fedratinib such as nausea and vomiting
3960,Omaveloxolone,1266,'Take on an empty stomach
3961,Omaveloxolone,1266,Take omaveloxolone capsules on an empty stomach at least 1 hour before eating
3962,Omaveloxolone,1266,"Compared to fasting conditions, a high-fat meal increased the Cmax and AUC by approximately 350% and 15%, respectively"
3963,Samidorphan,1267,'Take with or without food
3964,Samidorphan,1267,Food has only a minor effect on samidorphan pharmacokinetics
3965,Sparsentan,1268,'Take before a meal
3966,Sparsentan,1268,"Sparsentan AUC and Cmax increase following the administration of a high fat, high calorie meal"
3967,Sparsentan,1268,Advise patients to take the full daily dose with water prior to the morning or evening meal
3968,Sparsentan,1268,Maintain the same dosing pattern in relationship to meals
3969,Asciminib,1269,'Take on an empty stomach
3970,Asciminib,1269,Avoid food consumption for at least 2 hours before and 1 hour after taking asciminib
3971,Nafamostat,1270,'Avoid herbs and supplements with anticoagulant/antiplatelet activity
3972,Ozanimod,1271,'Avoid tyramine-containing foods and supplements
3973,Ozanimod,1271,Avoid food containing high amounts of tyramine (>150mg) as these may increase the risk of hypertension when taken with ozanimod
3974,Ozanimod,1271,"', 'Take with or without food"
3975,Givinostat,1272,'Take with food
3976,Givinostat,1272,Prescribing information for givinostat recommends it be administered with food twice daily
3977,Sotagliflozin,1273,'Take before a meal
3978,Sotagliflozin,1273,Sotagliflozin should be taken once daily before the first meal of the day
3979,Monteplase,1274,'Avoid herbs and supplements with anticoagulant/antiplatelet activity
3980,Benserazide,1275,'Take with or without food
3981,Benserazide,1275,Benserazide is normally given in combination with levodopa as the combination product Prolopa
3982,Benserazide,1275,Levodopa should not be given with protein-rich foods as they may reduce its absorption
3983,Lefamulin,1276,'Exercise caution with grapefruit products
3984,Lefamulin,1276,"Grapefruit inhibits CYP3A, which may increase the serum concentration of lefamulin"
3985,Lefamulin,1276,"', ""Exercise caution with St John's Wort"
3986,Lefamulin,1276,This herb induces the CYP3A metabolism of lefamulin and may reduce its serum concentration
3987,Lefamulin,1276,""", 'Take on an empty stomach"
3988,Lefamulin,1276,This drug should be taken at least 1 hour before or 2 hours after a meal
3989,Lefamulin,1276,"', 'Take with a full glass of water"
3990,Lefamulin,1276,The tablet should be swallowed whole with water
3991,Gabexate,1277,'Avoid herbs and supplements with anticoagulant/antiplatelet activity
3992,Secnidazole,1278,'Avoid alcohol
3993,Secnidazole,1278,Avoid consumption of alcoholic beverages and preparations containing ethanol or propylene glycol during treatment with secnidazole and for at least two days after completing therapy
3994,Secnidazole,1278,"', 'Take with or without food"
3995,Secnidazole,1278,"Sprinkle onto applesauce, yogurt, or pudding and ingest without crushing the granules"
3996,Quizartinib,1279,'Take with or without food
3997,Oxatomide,1280,'Take with food
3998,Tazemetostat,1281,'Take with or without food
3999,Resmetirom,1282,'Take with or without food
4000,Resmetirom,1282,"A high fat meal may reduce Cmax and AUC delay Tmax, but not to a clinically significant extent"
4001,Darolutamide,1283,"""Avoid St John's Wort"
4002,Darolutamide,1283,This herb induces CYP3A and P glycoprotein and may reduce the serum concentration of darolutamide
4003,Darolutamide,1283,""", 'Take with food"
4004,Darolutamide,1283,This increases the bioavailability of darolutamide
4005,Lactitol,1284,'Take with food
4006,Lactitol,1284,The manufacturer recommends administration with meals
4007,Pexidartinib,1285,'Avoid grapefruit products
4008,Pexidartinib,1285,"Grapefruit inhibits CYP3A metabolism, which may increase the serum concentration of pexidartinib"
4009,Pexidartinib,1285,"', ""Avoid St John's Wort"
4010,Pexidartinib,1285,This herb induces the CYP3A metabolism of pexidartinib and may reduce its serum concentration
4011,Pexidartinib,1285,""", 'Do not take with or immediately after a high-fat meal"
4012,Pexidartinib,1285,"Taking pexidartinib with a high-fat meal may increase incidence and severity of adverse reactions, including hepatotoxicity"
4013,Pexidartinib,1285,"', 'Take on an empty stomach"
4014,Pexidartinib,1285,Take at least 1 hour before or 2 hours after eating a meal or snack
4015,Pexidartinib,1285,"', 'Take separate from antacids"
4016,Pexidartinib,1285,Take antacids at least 2 hours before or after pexidartinib
4017,Silicon,1286,'Take with food
4018,Oteseconazole,1287,'Take with food
4019,Oteseconazole,1287,"Oteseconazole must be taken with food, and capsules must be swallowed whole and not chewed, crushed, dissolved, or opened"
4020,Oteseconazole,1287,"The intake of high-fat, high-calorie meals (800-1000 Calories; 50% fat) increases oteseconazole C<sub>max</sub> and AUC<sub>0-72h</sub> by 45% and 36%, respectively"
4021,Oteseconazole,1287,"No significant differences were detected when oteseconazole was administered with a low-fat, low-calorie meal"
4022,Macimorelin,1288,"""Avoid St John's Wort"
4023,Macimorelin,1288,"This herb induces the CYP3A metabolism of macimorelin and may reduce its serum concentration, which may cause a false-positive test result"
4024,Macimorelin,1288,""", 'Take on an empty stomach"
4025,Macimorelin,1288,Fast for at least eight hours before taking macimorelin
4026,Lusutrombopag,1289,'Take with or without food
4027,Fluindione,1290,'Avoid herbs and supplements with anticoagulant/antiplatelet activity
4028,Fluindione,1290,Herbs with anticoagulant activity may have additive effects with fluindione
4029,Pancrelipase lipase,1291,'Take with food
4030,Protein S human,1292,'Avoid herbs and supplements with anticoagulant/antiplatelet activity
4031,Plecanatide,1293,'Take with or without food
4032,Pepsin,1294,'Drink plenty of fluids
4033,Pepsin,1294,"', 'Take before a meal"
4034,Ferrous sulfate anhydrous,1295,'Avoid milk and dairy products
4035,Ferrous sulfate anhydrous,1295,Take ferrous sulfate at least 2 hours before or after milk
4036,Ferrous sulfate anhydrous,1295,"', 'Limit caffeine intake"
4037,Ferrous sulfate anhydrous,1295,Food and beverages containing caffeine may reduce iron absorption
4038,Ferrous sulfate anhydrous,1295,"', 'Take at least 2 hours before or after calcium supplements"
4039,Ferrous sulfate anhydrous,1295,"', 'Take separate from antacids"
4040,Ferrous sulfate anhydrous,1295,Take ferrous sulfate at least 2 hours before or after antacids
4041,Ferrous sulfate anhydrous,1295,"', 'Take with food"
4042,Ferrous sulfate anhydrous,1295,This may reduce gastric irritation
4043,Ferrous sulfate anhydrous,1295,"', 'Take with foods containing vitamin C"
4044,Ferrous sulfate anhydrous,1295,Foods rich in vitamin C increase the absorption of iron
4045,Clorindione,1296,'Avoid herbs and supplements with anticoagulant/antiplatelet activity
4046,Clorindione,1296,These may increase anticoagulant/antiplatelet activity of clorindione
4047,Diphenadione,1297,'Avoid herbs and supplements with anticoagulant/antiplatelet activity
4048,Sodium feredetate,1298,'Avoid milk and dairy products
4049,Sodium feredetate,1298,"', 'Avoid multivalent ions"
4050,Sodium feredetate,1298,"', 'Limit caffeine intake"
4051,Sodium feredetate,1298,Food and beverages containing caffeine may reduce iron absorption
4052,Sodium feredetate,1298,"', 'Take separate from antacids"
4053,Sodium feredetate,1298,"', 'Take with foods containing vitamin C"
4054,Sodium feredetate,1298,Foods rich in vitamin C increase the absorption of iron
4055,Tioclomarol,1299,'Avoid herbs and supplements with anticoagulant/antiplatelet activity
4056,Almasilate,1300,'Take after a meal
4057,Almasilate,1300,"', 'Take with a full glass of water"
4058,Melagatran,1301,'Avoid herbs and supplements with anticoagulant/antiplatelet activity
4059,Saruplase,1302,'Avoid herbs and supplements with anticoagulant/antiplatelet activity
4060,Naftazone,1303,'Take with or without food
4061,Camostat,1304,'Take with food
4062,Camostat,1304,Take after a meal
4063,Tilactase,1305,'Take before a meal
4064,Tilactase,1305,Take tilactase before eating food containing lactose
4065,Fluorodopa (18F),1306,'Take on an empty stomach
4066,Fluorodopa (18F),1306,"Before fluorodopa F18 administration do not eat or drink anything, except for water, for at least 4 hours"
4067,Anethole trithione,1307,'Take before a meal
4068,Fenofibric acid,1308,'Take with or without food
4069,Enasidenib,1309,'Exercise caution with grapefruit products
4070,Enasidenib,1309,"Grapefruit inhibits CYP3A4 metabolism, which may increase the serum concentration of enasidenib; however, CYP3A4 is one of many enzymes involved in enasidenib metabolism"
4071,Enasidenib,1309,"', ""Exercise caution with St John's Wort"
4072,Enasidenib,1309,"This herb induces CYP3A4 metabolism, which may reduce the serum concentration of enasidenib; however, CYP3A4 is one of many enzymes involved in enasidenib metabolism"
4073,Enasidenib,1309,""", 'Take at the same time every day"
4074,Enasidenib,1309,"', 'Take with a full glass of water"
4075,Enasidenib,1309,"', 'Take with or without food"
4076,Pibrentasvir,1310,"""Avoid St John's Wort"
4077,Pibrentasvir,1310,Co-administration may lead to decreased serum concentrations of pibrentasvir
4078,Pibrentasvir,1310,""", 'Take with food"
4079,Glecaprevir,1311,"""Avoid St John's Wort"
4080,Glecaprevir,1311,Co-administration may lead to decreased serum concentrations of glecaprevir
4081,Glecaprevir,1311,""", 'Take with food"
4082,Semaglutide,1312,'Take on an empty stomach
4083,Semaglutide,1312,"For oral use of semaglutide, take 30 minutes before the first meal of the day"
4084,Semaglutide,1312,"', 'Take with plain water"
4085,Semaglutide,1312,"For oral use of semaglutide, do not exceed 4 ounces of water (1/2 cup)"
4086,Testosterone undecanoate,1313,'Take with food
4087,Testosterone undecanoate,1313,Food enhances the systemic exposure of testosterone undecanoate administered as oral capsules
4088,Ferric cation,1314,'Avoid milk and dairy products
4089,Ferric cation,1314,"', 'Take with food"
4090,Ferric cation,1314,Take ferric cation with or just after meals
4091,Estradiol acetate,1315,'Exercise caution with grapefruit products
4092,Estradiol acetate,1315,"Grapefruit inhibits CYP3A4 metabolism, which may increase the serum concentration of estradiol acetate"
4093,Estradiol acetate,1315,"', ""Exercise caution with St John's Wort"
4094,Estradiol acetate,1315,This herb induces the CYP3A4 metabolism of estradiol acetate
4095,Estradiol acetate,1315,Therefore it may reduce the serum concentration and effectiveness of estradiol acetate
4096,Estradiol cypionate,1316,'Exercise caution with grapefruit products
4097,Estradiol cypionate,1316,"Grapefruit inhibits CYP3A4 metabolism, which may increase the serum concentration of estradiol cypionate"
4098,Estradiol cypionate,1316,"', ""Exercise caution with St John's Wort"
4099,Estradiol cypionate,1316,This herb induces the CYP3A4 metabolism of estradiol cypionate
4100,Estradiol cypionate,1316,Therefore it may reduce the serum concentration and effectiveness of estradiol cypionate
4101,Estradiol valerate,1317,'Exercise caution with grapefruit products
4102,Estradiol valerate,1317,"Grapefruit inhibits CYP3A4 metabolism, which may increase the serum concentration of estradiol valerate"
4103,Estradiol valerate,1317,"', ""Exercise caution with St John's Wort"
4104,Estradiol valerate,1317,This herb induces the CYP3A4 metabolism of estradiol valerate
4105,Estradiol valerate,1317,Therefore it may reduce the serum concentration and effectiveness of estradiol valerate
4106,Baloxavir marboxil,1318,'Avoid antacids
4107,Baloxavir marboxil,1318,"Baloxavir may form a chelate with polyvalent cations in antacids, which may decrease plasma concentrations of baloxavir"
4108,Baloxavir marboxil,1318,"', 'Avoid milk and dairy products"
4109,Baloxavir marboxil,1318,"Baloxavir may form a chelate with polyvalent cations such as calcium in dairy products, which may decrease plasma concentrations of baloxavir"
4110,Baloxavir marboxil,1318,"', 'Avoid multivalent ions"
4111,Baloxavir marboxil,1318,"Multivalent ions such as magnesium, calcium, and aluminum can form a chelate with baloxavir, which can reduce the absorption of baloxavir"
4112,Baloxavir marboxil,1318,"', 'Take with or without food"
4113,Baloxavir marboxil,1318,"Food reduces drug absorption, but not to a clinically significant extent"
4114,Ox bile extract,1319,'Take after a meal
4115,Bromotheophylline,1320,'Drink plenty of fluids
4116,Bromotheophylline,1320,Avoid dehydration by drinking 6-8 glasses of water daily
4117,Bromotheophylline,1320,"', 'Take with a full glass of water"
4118,Fosnetupitant,1321,"""Avoid St John's Wort"
4119,Fosnetupitant,1321,This herb induces CYP3A metabolism and may reduce serum levels of fosnetupitant
4120,Galcanezumab,1322,'Avoid alcohol
4121,Galcanezumab,1322,"', 'Take with or without food"
4122,(S)-Warfarin,1323,'Avoid drastic dietary changes
4123,(S)-Warfarin,1323,"', 'Avoid herbs and supplements with anticoagulant/antiplatelet activity"
4124,(S)-Warfarin,1323,"', 'Ensure consistent Vitamin K intake"
4125,Tocopherylquinone,1324,'Avoid herbs and supplements with anticoagulant/antiplatelet activity
4126,Silodrate,1325,'Take separate from meals
4127,Silodrate,1325,"Take Inon Ace (dimethicone, magnesium hydroxide, silodrate) between meals,"
4128,Tenofovir,1326,'Take with food
4129,Centella asiatica,1327,'Take with food
4130,Vibrio cholerae CVD 103-HgR strain live antigen,1328,'Take separate from meals
4131,Vibrio cholerae CVD 103-HgR strain live antigen,1328,Avoid food or drink for 60 minutes before and after administration as it may interfere with the protective effect of the vaccine buffer
4132,Magnesium ascorbate,1329,'Take with or without food
4133,Magnesium ascorbate,1329,Taking magnesium supplements with food may reduce the risk of diarrhea
4134,Zinc ascorbate,1330,'Avoid milk and dairy products
4135,Zinc ascorbate,1330,Separate the use of zinc from these products by at least 2 hours before administration
4136,Zinc ascorbate,1330,Separate for 2 hours after administration if these products also contain phosphorus
4137,Zinc ascorbate,1330,"', 'Do not take with bran and high fiber foods"
4138,Zinc ascorbate,1330,"For optimal efficacy, take zinc at least 2 hours before or after eating high-fiber foods"
4139,Zinc ascorbate,1330,"', 'Take on an empty stomach"
4140,Zinc ascorbate,1330,Take at least 1 hour before and 2 hours after eating for optimal absorption
4141,Zinc ascorbate,1330,Zinc can be taken with food to reduce gastrointestinal upset
4142,Zinc acetate,1331,'Avoid milk and dairy products
4143,Zinc acetate,1331,Separate the use of zinc from these products by at least 2 hours before administration
4144,Zinc acetate,1331,Separate for 2 hours after administration if these products also contain phosphorus
4145,Zinc acetate,1331,"', 'Do not take with bran and high fiber foods"
4146,Zinc acetate,1331,"For optimal efficacy, take zinc at least 2 hours before or after eating high-fiber foods"
4147,Zinc acetate,1331,"', 'Take on an empty stomach"
4148,Zinc acetate,1331,"Take at least 1 hour before or after eating and drinking, excluding drinking plain water"
4149,Ferrous gluconate,1332,'Avoid milk and dairy products
4150,Ferrous gluconate,1332,Take ferrous gluconate at least 2 hours before or after milk
4151,Ferrous gluconate,1332,"', 'Limit caffeine intake"
4152,Ferrous gluconate,1332,Food and beverages containing caffeine may reduce iron absorption
4153,Ferrous gluconate,1332,"', 'Take at least 2 hours before or after calcium supplements"
4154,Ferrous gluconate,1332,"', 'Take separate from antacids"
4155,Ferrous gluconate,1332,Take ferrous gluconate at least 2 hours before or after antacids
4156,Ferrous gluconate,1332,"', 'Take with food"
4157,Ferrous gluconate,1332,This reduces gastric irritation
4158,Ferrous gluconate,1332,"', 'Take with foods containing vitamin C"
4159,Ferrous gluconate,1332,Foods rich in vitamin C increase the absorption of iron
4160,Ferrous ascorbate,1333,'Take on an empty stomach
4161,Ferrous ascorbate,1333,Taking ferrous ascorbate with food reduces the absorption of iron
4162,Ferrous fumarate,1334,'Avoid milk and dairy products
4163,Ferrous fumarate,1334,Take ferrous fumarate at least 2 hours before or after milk
4164,Ferrous fumarate,1334,"', 'Limit caffeine intake"
4165,Ferrous fumarate,1334,Food and beverages containing caffeine may reduce iron absorption
4166,Ferrous fumarate,1334,"', 'Take at least 2 hours before or after calcium supplements"
4167,Ferrous fumarate,1334,"', 'Take separate from antacids"
4168,Ferrous fumarate,1334,Take ferrous fumarate at least 2 hours before or after antacids
4169,Ferrous fumarate,1334,"', 'Take with food"
4170,Ferrous fumarate,1334,This reduces gastric irritation
4171,Ferrous fumarate,1334,"', 'Take with foods containing vitamin C"
4172,Ferrous fumarate,1334,Foods rich in vitamin C increase the absorption of iron
4173,"Sodium phosphate, dibasic",1335,'Take with a full glass of water
4174,"Sodium phosphate, dibasic",1335,"', 'Take with food"
4175,"Sodium phosphate, monobasic, unspecified form",1336,'Take with a full glass of water
4176,"Sodium phosphate, monobasic, unspecified form",1336,"', 'Take with food"
4177,"Sodium phosphate, dibasic, unspecified form",1337,'Take with a full glass of water
